*Time*          *Precip*      *Precip*     *Precip*     *Temp*         *Temp*         *Temp*
                 Selbu         Berkaak      Roros        Selbu          Berkaak        Roros      
19880613/1200    0.200000      0.000000     0.000000     7.400000       8.900000       8.000000           
19880614/1200    1.700000      0.100000     0.100000     9.000000       9.400000       9.600000           
19880615/1200    0.000000      0.000000     0.000000     12.600000      12.000000      12.700000          
19880616/1200    0.000000      0.000000     0.000000     10.300000      8.900000       10.600000          
19880617/1200    4.500000      4.300000     2.500000     12.000000      11.500000      12.800000          
19880618/1200    0.000000      0.000000     0.000000     11.600000      10.700000      12.000000          
19880619/1200    0.000000      0.000000     0.000000     9.000000       9.000000       8.800000           
19880620/1200    0.000000      0.000000     0.000000     15.200000      13.800000      14.000000          
19880621/1200    0.000000      0.000000     0.000000     19.000000      15.400000      16.100000          
19880622/1200    0.400000      2.100000     1.400000     12.200000      11.000000      13.000000          
19880623/1200    0.000000      0.100000     0.000000     13.000000      12.500000      13.300000          
19880624/1200    1.300000      0.200000     0.000000     14.600000      13.900000      13.500000          
19880625/1200    0.000000      0.000000     0.000000     16.299999      15.000000      16.299999          
19880626/1200    0.000000      0.000000     0.000000     17.500000      16.400000      19.500000          
19880627/1200    0.000000      0.000000     0.000000     16.600000      16.200001      20.200001          
19880628/1200    0.000000      0.100000     0.000000     18.700001      17.400000      19.299999          
19880629/1200    19.299999     1.300000     0.100000     20.000000      17.799999      18.100000          
19880630/1200    2.800000      0.100000     0.000000     16.600000      13.700000      14.200000          
19880701/1200    20.599998     6.000000     11.400000    16.100000      14.300000      13.200000          
19880702/1200    0.000000      0.900000     4.100000     19.000000      16.200001      14.600000          
19880703/1200    0.000000      0.600000     5.000000     16.299999      14.700000      16.700001          
19880704/1200    1.100000      5.400000     0.600000     13.500000      12.200000      15.700000          
19880705/1200    0.000000      0.000000     0.000000     16.299999      14.400000      15.200000          
19880706/1200    0.000000      0.000000     0.000000     18.600000      16.600000      14.800000          
19880707/1200    5.800000      12.000000    15.799998    14.900000      12.400000      14.500000              
19880708/1200    8.999999      2.000000     1.600000     15.100000      13.600000      12.500000          
19880709/1200    0.000000      0.000000     0.100000     15.500000      13.000000      11.700000          
19880710/1200    3.500000      4.300000     0.000000     16.500000      12.900000      13.600000          
19880711/1200    0.100000      0.800000     2.800000     16.700001      15.300000      13.500000          
19880712/1200    6.500000      8.799999     5.700000     15.900000      13.300000      14.400000          
19880713/1200    5.900000      0.000000     0.000000     13.200000      12.100000      14.200000          
19880714/1200    3.200000      0.700000     0.000000     16.000000      14.300000      13.400000          
19880715/1200    0.300000      0.100000     1.500000     19.000000      15.600000      15.100000          
19880716/1200    12.000000     6.000000     15.299999    18.400000      16.500000      16.600000          
19880717/1200    19.999998     9.999999     6.000000     19.100000      16.900000      16.100000          
19880718/1200    1.200000      2.600000     4.100000     18.700001      16.000000      15.600000          
19880719/1200    4.000000      0.100000     6.599999     18.000000      17.799999      17.000000          
19880720/1200    7.700000      12.599999    21.699999    18.000000      15.200000      14.700000              
19880721/1200    27.000000     24.099998    17.500000    11.100000      10.500000      10.400000              
19880722/1200    6.000000      2.400000     0.300000     12.800000      9.900000       10.700000          
19880723/1200    0.000000      2.000000     0.000000     14.800000      11.300000      12.800000          
19880724/1200    0.000000      2.800000     0.800000     15.100000      12.700000      12.800000          
19880725/1200    4.000000      2.200000     0.400000     18.700001      16.400000      16.299999          
19880726/1200    0.000000      0.000000     0.000000     18.200001      15.300000      13.600000          
19880727/1200    0.000000      0.000000     3.600000     14.100000      13.300000      11.400000          
19880728/1200    2.500000      0.000000     7.100000     11.700000      9.200000       9.500000           
19880729/1200    1.800000      4.400000     0.000000     13.200000      12.000000      12.700000          
19880730/1200    0.000000      0.000000     0.200000     14.000000      12.100000      11.300000          
19880731/1200    0.000000      2.100000     1.500000     13.300000      10.200000      10.500000          
19880801/1200    3.900000      1.400000     3.300000     10.300000      9.800000       9.400000           
19880802/1200    1.500000      0.000000     0.100000     10.800000      7.300000       8.200000           
19880803/1200    0.000000      0.200000     0.000000     9.600000       9.800000       7.700000           
19880804/1200    0.000000      0.400000     0.000000     11.100000      9.700000       8.200000           
19880805/1200    1.300000      2.300000     2.600000     12.200000      11.900000      11.100000          
19880806/1200    0.000000      0.000000     1.500000     12.200000      10.600000      11.100000          
19880807/1200    2.200000      1.700000     0.900000     13.300000      12.600000      12.000000          
19880808/1200    0.000000      0.100000     0.000000     12.700000      13.300000      11.800000          
19880809/1200    0.000000      0.000000     0.000000     13.900000      13.100000      11.600000          
19880810/1200    0.000000      0.000000     0.000000     16.100000      14.000000      11.900000          
19880811/1200    0.000000      0.000000     0.000000     16.799999      14.000000      11.900000          
19880812/1200    7.100000      6.500000     2.700000     13.700000      12.000000      12.600000          
19880813/1200    24.000000     4.000000     1.700000     12.300000      10.500000      9.800000           
19880814/1200    0.000000      0.500000     1.500000     14.900000      12.200000      12.200000          
19880815/1200    0.000000      0.000000     0.000000     14.600000      13.100000      11.300000          
19880816/1200    12.000000     3.200000     8.099999     13.400000      12.500000      12.400000          
19880817/1200    6.800000      0.900000     0.600000     10.600000      9.800000       10.000000          
19880818/1200    0.600000      0.100000     0.100000     12.500000      10.300000      11.200000          
19880819/1200    1.000000      4.600000     1.700000     14.500000      12.900000      10.900000          
19880820/1200    3.000000      1.000000     3.200000     15.300000      13.500000      12.400000          
19880821/1200    19.699999     18.200001    7.500000     11.600000      10.000000      9.700000           
19880822/1200    8.200000      1.200000     4.600000     10.400000      8.300000       8.600000           
